delta_c1,delta_c2,delta_c3,delta_c4,delta_c5,delta_c6,delta_c7,delta_c8,theta_c1,theta_c2,theta_c3,theta_c4,theta_c5,theta_c6,theta_c7,theta_c8,lowalpha_c1,lowalpha_c2,lowalpha_c3,lowalpha_c4,lowalpha_c5,lowalpha_c6,lowalpha_c7,lowalpha_c8,highalpha_c1,highalpha_c2,highalpha_c3,highalpha_c4,highalpha_c5,highalpha_c6,highalpha_c7,highalpha_c8,lowbeta_c1,lowbeta_c2,lowbeta_c3,lowbeta_c4,lowbeta_c5,lowbeta_c6,lowbeta_c7,lowbeta_c8,highbeta_c1,highbeta_c2,highbeta_c3,highbeta_c4,highbeta_c5,highbeta_c6,highbeta_c7,highbeta_c8,lowgamma_c1,lowgamma_c2,lowgamma_c3,lowgamma_c4,lowgamma_c5,lowgamma_c6,lowgamma_c7,lowgamma_c8,midgamma_c1,midgamma_c2,midgamma_c3,midgamma_c4,midgamma_c5,midgamma_c6,midgamma_c7,midgamma_c8,state,answer
-66890.4418,1616121.558,-220150.4418,556819.5582,387731.5582,-316866.4418,260599.5582,277301.5582,133528.912,60412.912,-14564.088,45754.912,28548.912,-89459.088,-58569.088,-79931.088,5289.84223,-8695.15777,-18397.15777,50600.84223,-17392.15777,-25445.15777,-17896.15777,23475.84223,26993.96799,-2700.03201,-9827.03201,4043.96799,-5897.03201,-17837.03201,-13070.03201,422.96799,39441.39866,47113.39866,-13502.60134,2395.39866,-6490.60134,-12768.60134,-3698.60134,-6893.60134,-3299.72334,15327.27666,10120.27666,26223.27666,-11290.72334,-10295.72334,3319.27666,-2347.72334,36042.89165,40321.89165,-3219.10835,37242.89165,-6027.10835,-10520.10835,3464.89165,-2977.10835,15222.87358,42191.87358,3210.873576,16081.87358,-2174.126424,-4824.126424,1699.873576,11459.87358,easy,no
-403968.4418,1337290.558,1897761.558,-162963.4418,-212833.4418,1464328.558,1419193.558,751348.5582,-44973.088,-8255.088,77992.912,-59782.088,-26756.088,1170514.912,-43065.088,260362.912,-22026.15777,5297.84223,102014.8422,-19625.15777,36364.84223,286975.8422,72086.84223,5215.84223,-16507.03201,-5959.03201,75809.96799,-18148.03201,16606.96799,33960.96799,-8866.03201,-15173.03201,-10315.60134,6109.39866,37278.39866,-12163.60134,1065.39866,15852.39866,27113.39866,40.39866,-560.72334,41556.27666,13563.27666,-9315.72334,10586.27666,91644.27666,23579.27666,12127.27666,-4917.10835,91786.89165,87403.89165,-3524.10835,17501.89165,34192.89165,18969.89165,694.89165,-4689.126424,58042.87358,21402.87358,-4138.126424,15020.87358,74174.87358,25041.87358,-1082.126424,difficult,yes
707954.5582,225041.5582,315374.5582,-223342.4418,-382910.4418,660770.5582,62815.5582,1255741.558,-38072.088,132483.912,-13145.088,-100913.088,-94524.088,209730.912,458695.912,1009709.912,-8657.15777,24207.84223,-8963.15777,-12806.15777,-18206.15777,225109.8422,234998.8422,280040.8422,-13543.03201,79912.96799,-4760.03201,-11789.03201,-6561.03201,24132.96799,499627.968,153897.968,-10994.60134,27607.39866,-1377.60134,-12723.60134,-10450.60134,53761.39866,22801.39866,46846.39866,2696.27666,28472.27666,-9357.72334,-11980.72334,-8019.72334,136318.2767,128470.2767,15746.27666,7211.89165,93486.89165,-2256.10835,-5302.10835,-5282.10835,123548.8917,208175.8917,102028.8917,5015.873576,8980.873576,-857.126424,-4745.126424,-2214.126424,59003.87358,48355.87358,67442.87358,difficult,yes
-135076.4418,259946.5582,89351.5582,-377637.4418,-106732.4418,1433101.558,-397719.4418,42057.5582,-79337.088,-88168.088,20216.912,-107172.088,52894.912,617875.912,-74147.088,-66700.088,13912.84223,45813.84223,-16652.15777,-25017.15777,-17412.15777,137059.8422,-18574.15777,-14576.15777,-17140.03201,9214.96799,-17463.03201,-18543.03201,-14097.03201,37670.96799,-16308.03201,-14051.03201,-3361.60134,-6549.60134,-12025.60134,-12293.60134,-4393.60134,48549.39866,-10525.60134,-3705.60134,-6514.72334,-2997.72334,-8135.72334,-13169.72334,-2855.72334,117279.2767,-9750.72334,-1589.72334,-3507.10835,-3552.10835,-9838.10835,-9971.10835,-3412.10835,38013.89165,-7930.10835,1298.89165,-3433.126424,15551.87358,-3512.126424,-7181.126424,2732.873576,14918.87358,-3981.126424,-1114.126424,difficult,no
-318592.4418,245315.5582,494916.5582,-391910.4418,2212616.558,1034212.558,-23952.4418,1673794.558,-66333.088,25497.912,-69532.088,328739.912,-18137.088,-20931.088,55404.912,25202.912,7069.84223,-20146.15777,11883.84223,-16971.15777,35923.84223,-5905.15777,5005.84223,117136.8422,-14564.03201,27565.96799,11898.96799,-2944.03201,-3941.03201,735.96799,-5068.03201,69550.96799,-13009.60134,-11574.60134,18296.39866,-2255.60134,-3293.60134,-9207.60134,-3879.60134,71940.39866,-1166.72334,69234.27666,-6971.72334,10188.27666,41961.27666,-2178.72334,4242.27666,129400.2767,-3269.10835,11486.89165,-1222.10835,24246.89165,27122.89165,8250.89165,10319.89165,74527.89165,-3828.126424,1106.873576,5084.873576,-598.126424,2987.873576,7287.873576,-3680.126424,122186.8736,difficult,no
-241883.4418,1328242.558,-326151.4418,-94907.4418,-108389.4418,523510.5582,121524.5582,1395246.558,1674955.912,73301.912,127209.912,54171.912,4330.912,191629.912,-79962.088,253456.912,263006.8422,-7435.15777,119352.8422,51569.84223,44838.84223,51744.84223,-9159.15777,97978.84223,168876.968,-12204.03201,6533.96799,26771.96799,3135.96799,20275.96799,-7403.03201,56948.96799,189014.3987,1282.39866,4227.39866,8529.39866,12579.39866,23834.39866,-11013.60134,4864.39866,376046.2767,50718.27666,56095.27666,32641.27666,6407.27666,11434.27666,-2256.72334,51282.27666,212808.8917,42136.89165,32573.89165,66587.89165,14288.89165,8663.89165,-9548.10835,50693.89165,112757.8736,24715.87358,13383.87358,26876.87358,40286.87358,7322.873576,-1646.126424,31768.87358,difficult,no
-398312.4418,-35402.4418,-319623.4418,823971.5582,1216417.558,1319916.558,-325753.4418,-357451.4418,-94056.088,452120.912,34086.912,59496.912,230738.912,66948.912,-87278.088,-90380.088,-24870.15777,6140.84223,-23986.15777,6916.84223,-23584.15777,181791.8422,-18658.15777,-17097.15777,-11548.03201,133053.968,-9365.03201,29872.96799,-5334.03201,44713.96799,-1605.03201,-19887.03201,-10784.60134,10711.39866,3817.39866,18628.39866,-5333.60134,61028.39866,-12502.60134,-13566.60134,-14062.72334,62950.27666,-10544.72334,40857.27666,7853.27666,50255.27666,-6878.72334,-15160.72334,-9511.10835,75646.89165,-6051.10835,31417.89165,22593.89165,43893.89165,-7540.10835,-8234.10835,-5217.126424,31397.87358,4032.873576,15323.87358,6107.873576,55133.87358,10.873576,-5985.126424,difficult,no
-119618.4418,-318352.4418,-276189.4418,7952.5582,747125.5582,510789.5582,1158968.558,-400825.4418,15057.912,-39262.088,-82008.088,-56169.088,1933.912,65393.912,919791.912,-48249.088,88329.84223,-21786.15777,-17282.15777,4968.84223,-18310.15777,9677.84223,122421.8422,-21363.15777,20276.96799,-6447.03201,-12534.03201,21336.96799,-6351.03201,6513.96799,185995.968,-19694.03201,-6925.60134,-3288.60134,-11790.60134,1025.39866,-9195.60134,-7386.60134,11258.39866,-11803.60134,9160.27666,-11188.72334,-7715.72334,37194.27666,-5523.72334,38786.27666,134397.2767,-8260.72334,26219.89165,-3991.10835,12734.89165,20961.89165,-8368.10835,28409.89165,145262.8917,-6502.10835,4235.873576,-945.126424,-2694.126424,14772.87358,-3873.126424,17045.87358,121651.8736,-4545.126424,difficult,yes
-240267.4418,840460.5582,418601.5582,2559018.558,93596.5582,-429539.4418,1790459.558,1810928.558,-103458.088,22830.912,103570.912,82504.912,-62620.088,44849.912,14703.912,229506.912,-20349.15777,83769.84223,2176.84223,331415.8422,-22156.15777,-17813.15777,29741.84223,177702.8422,-16351.03201,20840.96799,-5517.03201,170919.968,-12250.03201,-17417.03201,17217.96799,25329.96799,-11630.60134,3721.39866,-6026.60134,60450.39866,-13262.60134,-10555.60134,12097.39866,70442.39866,-13036.72334,4541.27666,-3477.72334,89735.27666,-10655.72334,-6589.72334,18520.27666,71834.27666,-8874.10835,38593.89165,42748.89165,32027.89165,-4049.10835,-9225.10835,14239.89165,86988.89165,-4005.126424,7932.873576,2929.873576,88300.87358,-4743.126424,-1922.126424,41559.87358,35202.87358,easy,no
2180788.558,26526.5582,2475239.558,-132559.4418,724157.5582,111102.5582,-366725.4418,-355245.4418,1239461.912,-34584.088,-26296.088,-17683.088,303500.912,-34988.088,131574.912,-53782.088,186980.8422,-18826.15777,-6868.15777,129632.8422,896.84223,-15105.15777,-20970.15777,18591.84223,346089.968,-8954.03201,37143.96799,71942.96799,8858.96799,22560.96799,-14352.03201,-1859.03201,271521.3987,-1907.60134,26532.39866,81440.39866,-1650.60134,-1917.60134,-3361.60134,-5841.60134,302847.2767,1552.27666,22071.27666,79170.27666,3996.27666,10986.27666,-8524.72334,-6366.72334,305570.8917,551.89165,25772.89165,95689.89165,9636.89165,5669.89165,-3851.10835,292.89165,95006.87358,-2637.126424,21269.87358,60512.87358,15129.87358,8576.873576,3296.873576,9368.873576,easy,no
2856865.558,-420781.4418,516484.5582,-60121.4418,-344260.4418,-135013.4418,791318.5582,366560.5582,761421.912,-109028.088,25714.912,489536.912,-53014.088,-51601.088,-100054.088,173661.912,11148.84223,-25509.15777,900.84223,102257.8422,-11380.15777,-24623.15777,-15120.15777,80367.84223,80353.96799,-19211.03201,27010.96799,232906.968,-16906.03201,-16046.03201,2758.96799,10248.96799,186587.3987,-12561.60134,8451.39866,123674.3987,-11944.60134,-13109.60134,-13354.60134,24272.39866,160124.2767,-14261.72334,73142.27666,159096.2767,-8526.72334,-4356.72334,-9746.72334,10471.27666,205162.8917,-9816.10835,24588.89165,130013.8917,-5987.10835,-5317.10835,240.89165,31592.89165,84041.87358,-6788.126424,45107.87358,65485.87358,-5785.126424,-5583.126424,-4911.126424,3578.873576,difficult,no
100286.5582,646337.5582,1169981.558,-203974.4418,335005.5582,-248397.4418,-51035.4418,411661.5582,180328.912,259070.912,318507.912,58936.912,11672.912,-18614.088,77747.912,192845.912,8655.84223,90579.84223,739279.8422,7239.84223,-2226.15777,57829.84223,-12057.15777,-19729.15777,-10211.03201,10246.96799,196957.968,-15181.03201,11319.96799,2120.96799,2169.96799,93720.96799,-1534.60134,13203.39866,58988.39866,28444.39866,7225.39866,-2202.60134,5599.39866,5924.39866,14947.27666,62043.27666,128251.2767,18191.27666,2669.27666,13039.27666,5783.27666,19317.27666,18268.89165,165687.8917,151240.8917,-582.10835,9243.89165,5904.89165,-2110.10835,15992.89165,12515.87358,19823.87358,104972.8736,6218.873576,8297.873576,-3537.126424,4928.873576,17096.87358,easy,yes
442549.5582,1269490.558,-368284.4418,-458774.4418,99175.5582,917270.5582,42416.5582,671080.5582,-1246.088,248918.912,-66229.088,-61376.088,-2980.088,-48761.088,197697.912,816976.912,65592.84223,17362.84223,-23931.15777,-24674.15777,67227.84223,-7028.15777,50263.84223,225982.8422,24217.96799,60980.96799,-12894.03201,-11904.03201,3059.96799,4959.96799,72904.96799,106578.968,39626.39866,60951.39866,-10820.60134,-6490.60134,11516.39866,-4156.60134,36718.39866,86992.39866,23086.27666,8486.27666,-6904.72334,2232.27666,21792.27666,2543.27666,33357.27666,150403.2767,53155.89165,27299.89165,-264.10835,-4228.10835,26979.89165,-2359.10835,21854.89165,99506.89165,17108.87358,41428.87358,-2184.126424,-4308.126424,-1482.126424,4863.873576,6501.873576,40337.87358,easy,yes
1327637.558,442230.5582,-232035.4418,-377837.4418,72884.5582,75117.5582,-204278.4418,-21485.4418,441162.912,-40327.088,35668.912,-66044.088,229662.912,23106.912,-34143.088,69331.912,36265.84223,-12146.15777,-13779.15777,-23781.15777,-2955.15777,-4615.15777,-22436.15777,-17052.15777,470572.968,-7831.03201,-16478.03201,-17177.03201,14586.96799,15468.96799,-14692.03201,4447.96799,155415.3987,-9248.60134,-1623.60134,-12301.60134,38602.39866,22147.39866,-13718.60134,-11837.60134,134892.2767,-692.72334,-7431.72334,-11002.72334,12306.27666,39887.27666,-6985.72334,3678.27666,188556.8917,-4568.10835,-3131.10835,7947.89165,28904.89165,36796.89165,-4291.10835,1321.89165,75326.87358,-1301.126424,-959.126424,-251.126424,16455.87358,1724.873576,-3766.126424,2771.873576,easy,yes
-80410.4418,-128460.4418,-262338.4418,50581.5582,441036.5582,1516556.558,139208.5582,-364056.4418,113928.912,-95117.088,-40376.088,-56054.088,41333.912,268334.912,230071.912,-94236.088,-19702.15777,-17535.15777,-20409.15777,-5781.15777,72514.84223,26860.84223,-4373.15777,-10336.15777,28055.96799,-3700.03201,-17229.03201,-16007.03201,33232.96799,94600.96799,34609.96799,-13374.03201,111513.3987,-11281.60134,-11913.60134,424.39866,-1243.60134,9388.39866,67371.39866,-8766.60134,35913.27666,-9878.72334,-14040.72334,-4972.72334,-1513.72334,3450.27666,57848.27666,-14168.72334,15386.89165,-8848.10835,-9588.10835,-7432.10835,29241.89165,8795.89165,62329.89165,-4844.10835,13465.87358,-5082.126424,-5727.126424,2374.873576,4455.873576,23772.87358,16003.87358,-4132.126424,difficult,no
-330662.4418,2266567.558,-358755.4418,-30367.4418,-483217.4418,-251752.4418,814659.5582,317521.5582,-47504.088,1437672.912,-75306.088,-31667.088,-97294.088,-106073.088,-15647.088,-88610.088,-21291.15777,271387.8422,-23295.15777,-8475.15777,-25077.15777,-21294.15777,-13305.15777,-4779.15777,-2821.03201,210968.968,-14307.03201,22744.96799,-5832.03201,-19133.03201,762.96799,-944.03201,-9370.60134,426996.3987,-13111.60134,-3832.60134,-9068.60134,-13026.60134,-6577.60134,-11353.60134,1955.27666,306762.2767,-9908.72334,-910.72334,-10779.72334,-13324.72334,8005.27666,-12099.72334,-2488.10835,281935.8917,-1681.10835,2777.89165,-10648.10835,-11152.10835,2764.89165,-4267.10835,-167.126424,101149.8736,-810.126424,31682.87358,-6172.126424,-6401.126424,4509.873576,-6288.126424,difficult,no
227706.5582,-352622.4418,1127443.558,354953.5582,1025474.558,-50626.4418,-343418.4418,-360422.4418,400506.912,-71886.088,-65912.088,-49242.088,-15710.088,661007.912,-53314.088,-27639.088,53353.84223,-23044.15777,-12831.15777,-475.15777,-9355.15777,-11855.15777,-25241.15777,24935.84223,157349.968,-17701.03201,-18662.03201,-16162.03201,610.96799,-3668.03201,-6177.03201,-18526.03201,62877.39866,-12433.60134,-8965.60134,-4840.60134,8029.39866,-1485.60134,-482.60134,-11043.60134,97918.27666,-12588.72334,-9900.72334,-10465.72334,27529.27666,24519.27666,-9483.72334,-13578.72334,130357.8917,-10035.10835,12197.89165,-4567.10835,36380.89165,12681.89165,-1866.10835,-6669.10835,50065.87358,-6444.126424,-2520.126424,3644.873576,3589.873576,10307.87358,-673.126424,-1871.126424,easy,yes
1088335.558,649406.5582,-376730.4418,512776.5582,-372866.4418,1012382.558,622965.5582,316548.5582,801.912,211310.912,-65554.088,185663.912,-89740.088,899964.912,134530.912,-3820.088,-12118.15777,65102.84223,-6172.15777,-16328.15777,-17798.15777,77641.84223,68244.84223,-10644.15777,-6735.03201,1340.96799,-18203.03201,21841.96799,-12410.03201,107183.968,19520.96799,-19036.03201,7250.39866,4027.39866,-8292.60134,14959.39866,-12301.60134,-3451.60134,-3151.60134,-9720.60134,83180.27666,13964.27666,4660.27666,51189.27666,-8643.72334,94558.27666,28131.27666,-9227.72334,76994.89165,72282.89165,-5018.10835,9046.89165,205.89165,68495.89165,9339.89165,-9279.10835,7448.873576,7422.873576,2836.873576,35681.87358,-5057.126424,49093.87358,14528.87358,-2868.126424,easy,no
2131864.558,-231841.4418,387926.5582,-384334.4418,806184.5582,1518442.558,1512829.558,-81245.4418,-30738.088,-61032.088,216891.912,-36838.088,-75673.088,219906.912,83479.912,-55222.088,84312.84223,-1333.15777,-3511.15777,-19944.15777,-21891.15777,498581.8422,-454.15777,-19000.15777,37478.96799,-14086.03201,52858.96799,-8522.03201,-12848.03201,259149.968,29111.96799,19203.96799,16952.39866,-7486.60134,19619.39866,-5317.60134,-13578.60134,40968.39866,32550.39866,-6153.60134,3678.27666,-8046.72334,26427.27666,-11711.72334,-11678.72334,296219.2767,15718.27666,-3537.72334,24303.89165,1444.89165,92128.89165,2170.89165,-8205.10835,97367.89165,27155.89165,-2664.10835,7563.873576,5708.873576,60704.87358,-1000.126424,-4101.126424,33555.87358,62644.87358,-650.126424,difficult,no
-47669.4418,98759.5582,946266.5582,377418.5582,-365951.4418,539965.5582,282889.5582,82172.5582,358348.912,-72045.088,496487.912,323610.912,-79251.088,-65994.088,-33804.088,80581.912,-15385.15777,-17581.15777,-10660.15777,48961.84223,-16483.15777,27338.84223,-9487.15777,-4044.15777,-3444.03201,-16483.03201,23155.96799,55437.96799,-16127.03201,-15247.03201,-10859.03201,36225.96799,-24.60134,-12373.60134,20870.39866,21267.39866,-12667.60134,-5001.60134,-11721.60134,-11921.60134,-6591.72334,-13907.72334,49784.27666,113333.2767,-2802.72334,5067.27666,-6808.72334,3744.27666,8682.89165,-8422.10835,51018.89165,92333.89165,-8810.10835,10492.89165,-3269.10835,500.89165,16668.87358,-4281.126424,44669.87358,38483.87358,-3171.126424,1290.873576,637.873576,674.873576,easy,yes
-143503.4418,-104445.4418,347884.5582,201909.5582,-331583.4418,-117176.4418,-380161.4418,407145.5582,112898.912,-26418.088,-34829.088,66708.912,-69967.088,-62609.088,-32281.088,-55568.088,-13261.15777,19344.84223,-4256.15777,210181.8422,-16365.15777,-11132.15777,-11052.15777,-21795.15777,-2190.03201,8989.96799,3399.96799,-2884.03201,-9596.03201,-16451.03201,-16452.03201,-4131.03201,12707.39866,1133.39866,2808.39866,977.39866,-9044.60134,-8174.60134,-9366.60134,-12141.60134,-4347.72334,-7697.72334,-4697.72334,28308.27666,-13237.72334,-4482.72334,13542.27666,20298.27666,17765.89165,10692.89165,5419.89165,10113.89165,-7166.10835,1273.89165,455.89165,27056.89165,9378.873576,4325.873576,5535.873576,24565.87358,-3426.126424,28.873576,-4230.126424,-985.126424,difficult,no
318421.5582,758776.5582,1954736.558,1814844.558,465323.5582,-280009.4418,38891.5582,740485.5582,-87975.088,141780.912,499872.912,961213.912,116375.912,-83921.088,-70624.088,180836.912,6381.84223,43439.84223,644982.8422,510280.8422,377.84223,-23775.15777,-7284.15777,11229.84223,-15054.03201,22367.96799,115665.968,90860.96799,84654.96799,-14923.03201,-7535.03201,8742.96799,7678.39866,33540.39866,221679.3987,48609.39866,29281.39866,-10793.60134,-4496.60134,4129.39866,-1210.72334,15989.27666,208460.2767,202176.2767,27842.27666,-6480.72334,-5901.72334,42080.27666,2599.89165,12866.89165,274696.8917,141979.8917,24180.89165,-7279.10835,7498.89165,28763.89165,-1406.126424,37611.87358,118595.8736,64395.87358,38468.87358,-3201.126424,-3276.126424,12845.87358,easy,yes
436653.5582,1453318.558,285916.5582,833291.5582,-282599.4418,1041300.558,-369364.4418,-435038.4418,74770.912,-22294.088,-43506.088,-31007.088,-69102.088,978673.912,-88735.088,-43970.088,-14055.15777,-19129.15777,8785.84223,-20851.15777,-17287.15777,-10434.15777,-23976.15777,-17353.15777,-8206.03201,24270.96799,-17299.03201,63983.96799,-14560.03201,101342.968,-18987.03201,-14242.03201,14639.39866,2097.39866,-10475.60134,-6334.60134,-7898.60134,43088.39866,10152.39866,-13141.60134,32917.27666,3321.27666,-10994.72334,-1119.72334,-10154.72334,19064.27666,-11822.72334,-12646.72334,26891.89165,12635.89165,565.89165,5117.89165,-2680.10835,124131.8917,2527.89165,-5535.10835,44713.87358,15443.87358,3525.873576,1568.873576,-3372.126424,46001.87358,-1802.126424,-5368.126424,easy,no
-405545.4418,-356032.4418,-331465.4418,-331465.4418,104115.5582,-154095.4418,-455586.4418,582222.5582,-66103.088,-76462.088,-103631.088,-103631.088,-68693.088,-75907.088,-62646.088,78566.912,-15424.15777,-25624.15777,-26015.15777,-26015.15777,-16331.15777,-1742.15777,-24469.15777,55646.84223,-18073.03201,-18684.03201,-15187.03201,-15187.03201,6531.96799,-6947.03201,-19958.03201,-16242.03201,-12600.60134,-12186.60134,-12255.60134,-12255.60134,-7582.60134,-3960.60134,-11253.60134,4161.39866,-617.72334,-14872.72334,-10198.72334,-10198.72334,-5420.72334,23824.27666,-12640.72334,22921.27666,194.89165,-11222.10835,-8789.10835,-8789.10835,-3407.10835,-6653.10835,-9871.10835,8399.89165,-4573.126424,-6946.126424,-5524.126424,-5524.126424,-3587.126424,12493.87358,-5212.126424,11073.87358,difficult,no
-149056.4418,1488032.558,-250283.4418,-486885.4418,-457585.4418,-444576.4418,-261684.4418,1280214.558,36622.912,-44725.088,-54004.088,-101691.088,-96993.088,-84244.088,-64556.088,248259.912,-7573.15777,4708.84223,-25265.15777,-9536.15777,-23747.15777,-10041.15777,-9536.15777,37821.84223,-18167.03201,14778.96799,-15569.03201,25557.96799,22888.96799,2639.96799,15951.96799,37877.96799,-13519.60134,10335.39866,-12680.60134,-2101.60134,-12100.60134,840.39866,-5376.60134,17685.39866,-10299.72334,7867.27666,-14597.72334,-11496.72334,-5953.72334,-8342.72334,-4061.72334,56311.27666,199.89165,13226.89165,-10050.10835,-9475.10835,-6084.10835,-7977.10835,-8431.10835,45549.89165,-800.126424,3803.873576,-5599.126424,-4127.126424,-3582.126424,-5458.126424,1498.873576,7263.873576,difficult,yes
-361771.4418,-471587.4418,156600.5582,124653.5582,-442602.4418,-480360.4418,460257.5582,-296224.4418,-75268.088,-105102.088,26646.912,98204.912,-101383.088,-90007.088,207725.912,-87306.088,-8905.15777,-7793.15777,-19240.15777,-18409.15777,-26509.15777,-23028.15777,-18161.15777,-23967.15777,-13494.03201,54895.96799,-5276.03201,-6907.03201,-18914.03201,-16901.03201,-7211.03201,-18373.03201,158.39866,-8124.60134,-4864.60134,-4669.60134,-14438.60134,-9424.60134,11824.39866,-9122.60134,-3398.72334,-10243.72334,-11358.72334,-12274.72334,-15928.72334,-1639.72334,-963.72334,-14515.72334,-7991.10835,-7274.10835,-6334.10835,-4209.10835,-11594.10835,1869.89165,464.89165,-11103.10835,-1740.126424,-1395.126424,-1472.126424,-5004.126424,-7137.126424,1287.873576,-575.126424,-6009.126424,easy,yes
-57959.4418,-469829.4418,-120175.4418,-415732.4418,-471833.4418,268140.5582,-326712.4418,573071.5582,-77827.088,-81496.088,11490.912,-79780.088,-104477.088,-54636.088,-63050.088,-1855.088,-20172.15777,-11815.15777,16304.84223,-23860.15777,-22450.15777,-1226.15777,324.84223,-23136.15777,-13525.03201,29434.96799,24036.96799,-17902.03201,37668.96799,-3553.03201,-8866.03201,184.96799,-10035.60134,-3097.60134,9534.39866,-13532.60134,-8291.60134,-1081.60134,-5125.60134,1943.39866,-12122.72334,-2872.72334,-5567.72334,-15342.72334,-11651.72334,293.27666,4012.27666,10725.27666,-9289.10835,-6869.10835,-3587.10835,-11396.10835,-4180.10835,-7134.10835,30439.89165,-831.10835,-2310.126424,-1994.126424,2280.873576,-6806.126424,-3095.126424,-1682.126424,26903.87358,7240.873576,easy,yes
-354651.4418,244382.5582,-323149.4418,-468767.4418,69255.5582,-410016.4418,-454899.4418,-425683.4418,-80825.088,-35570.088,-77756.088,-86956.088,-68571.088,-107665.088,-92679.088,-102345.088,-13060.15777,10304.84223,-18430.15777,-4284.15777,16399.84223,-25624.15777,-24051.15777,-26289.15777,2354.96799,-1773.03201,36799.96799,11829.96799,10918.96799,-13745.03201,-18575.03201,-20374.03201,-8535.60134,-10244.60134,-5552.60134,-6863.60134,-8824.60134,-12970.60134,-12416.60134,-14013.60134,-14251.72334,-9231.72334,-4343.72334,-10570.72334,-5752.72334,-11881.72334,-16214.72334,-16433.72334,-9225.10835,-7416.10835,-5443.10835,-1070.10835,-6167.10835,-6400.10835,-12164.10835,-11917.10835,-5652.126424,-2321.126424,355.873576,-3803.126424,-1288.126424,-5813.126424,-7463.126424,-7322.126424,easy,yes
581148.5582,97283.5582,-449917.4418,-447665.4418,143715.5582,-474660.4418,-130436.4418,-450791.4418,190259.912,-66946.088,-89517.088,-97763.088,-92822.088,-110559.088,-68339.088,-51127.088,403929.8422,466.84223,-6215.15777,-677.15777,1931.84223,-23485.15777,-15725.15777,-19631.15777,316480.968,-10294.03201,27480.96799,58078.96799,-4658.03201,-17911.03201,-16787.03201,-15756.03201,39425.39866,5568.39866,-9971.60134,-3545.60134,-7576.60134,-13661.60134,-9958.60134,-10852.60134,54308.27666,-5987.72334,3915.27666,-12395.72334,-9232.72334,-15067.72334,-14159.72334,-14694.72334,265932.8917,-4243.10835,-6149.10835,-6816.10835,-8646.10835,-10870.10835,-11790.10835,-10767.10835,57646.87358,3895.873576,451.873576,-2630.126424,-5101.126424,-6423.126424,-6992.126424,-6354.126424,easy,no
-380324.4418,-322979.4418,-478379.4418,-482658.4418,-307573.4418,-217783.4418,-203948.4418,-462003.4418,24002.912,-48854.088,-69078.088,-76371.088,-68625.088,-93661.088,-79599.088,-94863.088,-10102.15777,-15657.15777,-9549.15777,-20661.15777,-4418.15777,-20941.15777,16005.84223,-20229.15777,-14583.03201,-10420.03201,45515.96799,1154.96799,32318.96799,-6969.03201,-819.03201,-11100.03201,-5587.60134,-6419.60134,6713.39866,-393.60134,-4528.60134,-9833.60134,4783.39866,-8680.60134,2524.27666,-7369.72334,3137.27666,-7836.72334,1507.27666,-12677.72334,-10045.72334,-13640.72334,-8535.10835,-5153.10835,-793.10835,-1349.10835,-7649.10835,-11216.10835,2338.89165,-9937.10835,-1433.126424,3088.873576,7826.873576,-3024.126424,-3259.126424,-4760.126424,-2125.126424,-6165.126424,difficult,no
2392759.558,19514.5582,513809.5582,-485433.4418,-485633.4418,-188480.4418,-407212.4418,610653.5582,-18984.088,67475.912,164061.912,-108969.088,-108893.088,102361.912,-88693.088,620614.912,-16057.15777,82155.84223,-8815.15777,-17953.15777,-21973.15777,63212.84223,-23352.15777,258436.8422,-7896.03201,4658.96799,7605.96799,-4726.03201,-12857.03201,23251.96799,-18553.03201,63062.96799,-5915.60134,39720.39866,4845.39866,-14237.60134,-12509.60134,9028.39866,-11664.60134,21413.39866,20258.27666,23674.27666,37074.27666,-14720.72334,-16158.72334,32934.27666,-13493.72334,156808.2767,58973.89165,13794.89165,6203.89165,-11576.10835,-10184.10835,44589.89165,-10990.10835,158038.8917,30297.87358,23825.87358,26894.87358,-7518.126424,-6880.126424,11195.87358,-7275.126424,54479.87358,easy,no
70882.5582,1409947.558,-20681.4418,179325.5582,-120262.4418,-81293.4418,967226.5582,917766.5582,-13999.088,413948.912,-57289.088,38730.912,-9058.088,115208.912,351491.912,282866.912,-13550.15777,166517.8422,-12469.15777,-10829.15777,-10320.15777,49159.84223,168631.8422,17663.84223,-17171.03201,196176.968,3722.96799,-15060.03201,-16793.03201,56660.96799,102865.968,32352.96799,-8627.60134,105666.3987,-12414.60134,-2364.60134,-11738.60134,7127.39866,19379.39866,125391.3987,-4028.72334,42863.27666,-11910.72334,21031.27666,-9430.72334,17391.27666,59003.27666,3992.27666,1401.89165,12248.89165,-6173.10835,-355.10835,-9850.10835,9929.89165,45147.89165,47885.89165,10365.87358,13350.87358,-4562.126424,10528.87358,-4782.126424,4202.873576,66998.87358,69781.87358,difficult,yes
