delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
411852,88018,11747,15616,5403,5310,4979,2274,-380315,-69839,263,-11797,-2356,-1539,-3422,-1092,-343486,-80315,-7848,-12314,-3800,-1930,-4014,-1634,-297580,-64043,-11389,-13319,-3177,-3791,-4099,-1500,-323952,-56499,-10470,-14018,-4280,-4171,-4142,-1569,-294193,-52286,1637,-12319,-2595,-1001,340,3387,difficult
63795,10282,6440,6025,13658,7091,4375,4183,-45558,-3188,-5363,-4092,-6010,-3550,-673,-2609,-56320,-2626,5031,1160,-4404,12654,2957,4211,-52541,15972,1905,23105,-8690,12726,8158,13281,-57482,9196,-4583,9237,-5506,8260,6107,2344,-23787,18382,-3934,-4429,-12604,-3332,-2523,-2369,easy
52774,35069,6522,3238,2997,1856,2478,1273,50027,27350,-3155,-2057,-2085,474,-1518,-554,-16522,-18555,-5979,-2454,-2588,-894,-2128,-768,-10900,-25113,-4773,-2027,-2041,-71,-1577,-38,-5507,-19834,-2788,3795,-898,1370,-1687,76,114565,82238,23097,11905,8351,3480,-792,641,difficult
256866,197756,31205,23995,37935,20750,4933,7252,451484,-85119,-10365,4209,3246,8282,23031,9691,-176780,-167421,-28613,-22528,-35885,-19354,-3397,-6704,-220016,-188127,-30202,-22815,-37053,-20149,-4151,-6952,-185017,-185679,-27365,-14166,-37162,-19397,-3193,-5969,-223219,-192381,-20856,-22600,-33139,-18498,-3377,-5393,easy
193657,30570,7111,6169,3660,5718,1490,841,-147676,-22052,10681,-1696,-1382,-1741,-331,761,-166369,183935,6009,11483,26522,4053,4151,1460,-140272,217879,60252,72281,-209,9,3984,1875,-172674,-5544,-6521,13197,-942,-2731,-687,268,157674,-160,20186,-979,-1617,-1879,4710,346,difficult
602222,36017,8965,12458,7545,4645,7905,3170,-441743,-13890,1909,-8230,-3426,-2871,-5929,-1985,-597695,-520,-3615,-11256,-3384,2623,-2137,-226,-435607,13875,-6176,-9149,-5122,-2845,-7008,-1782,-466109,16703,-6481,-10358,-6488,-3396,-6686,-2321,-534255,-19129,-6399,-6430,-4683,-1144,-6599,-2795,easy
768279,179228,15536,29164,13994,17222,14796,8773,-604829,-157801,-10198,-24645,-4293,-14334,-12573,-4993,-748524,-171583,-500,-19672,4082,45782,49375,49682,-735226,-148576,-5081,65109,-7237,-10734,-6231,476,-276169,-126735,45814,-21372,281,-9386,10173,19968,-756894,-167566,-5008,-13708,-29,-919,1874,8010,difficult
366625,28355,18930,5950,6021,11311,6569,9156,174637,73859,10193,2509,4958,11081,19435,-1001,-236049,-15101,-16141,-4719,-4148,-10535,-5001,-8292,-216570,-33,-11316,2942,-2759,2200,3619,-3239,1080855,29713,16102,57109,1448,27555,34957,610,-182288,26316,-9591,-1428,-4474,-2701,-2379,-3487,easy
783122,198129,25936,19180,26083,58420,28670,23150,-415632,-176898,-16641,1244,-12932,-50883,-24081,-20127,-619563,-149554,-24732,-12448,-18261,-37048,-23797,-19886,-479762,45966,-10161,22153,-4261,-32942,-483,-10921,-19801,-50611,-9517,21349,-3043,-28142,-6708,-2032,-271977,-131672,591,7530,-17796,-50203,-25684,-17867,difficult
777741,648665,73252,42302,32824,60363,35857,37886,-660016,-589532,-63540,-40007,-29875,-55637,-33010,-35964,-109366,-531989,-41454,12784,-2398,68641,86763,2740,2188792,-511141,212109,106435,18377,19194,88469,65701,-597845,-594771,-64689,-33799,-7943,-36122,-15514,-17497,239669,-455925,12776,-30958,-24275,-13425,-22280,-29221,easy
717752,170851,28342,32070,23094,27907,30914,14144,-488391,-135627,-24325,-29551,-21205,-24413,-27654,-9174,661490,86528,125039,9890,9808,137536,9305,36395,1190212,-79621,-22758,-25927,-17962,-8998,-10940,-7994,2203339,150444,29195,25187,20278,65848,56223,23096,20504,-121301,-28007,-17348,-6785,-11210,-12673,-7713,difficult
645846,86211,32343,11447,8397,17629,9530,3569,-316731,-61366,-18047,25525,19524,32981,48485,15031,-331116,7706,-21618,26856,25659,43173,9388,8993,-640579,-74168,-27704,507,33876,1846,12131,16111,-627744,-65526,-24271,250,5893,29192,13561,21141,2366395,-24018,19428,51071,36418,57994,27543,23190,easy
896403,107211,62605,42015,23275,28384,20383,8657,-172601,-35746,-22680,-23975,25343,-2227,32666,7948,-603767,-99150,-61057,-32480,-16365,-13193,-6423,-7211,-307374,-11330,-47824,-8124,333,22953,-14565,-4482,-828251,38698,-53921,-39325,-16939,-23601,-17108,-6029,2347280,532007,186479,-23977,30505,60747,7898,-3364,difficult
263970,154775,5587,5996,14161,52667,12965,12994,299749,369059,109400,13144,26241,28130,27850,12993,-254736,-153766,-4826,-4353,-7882,-35842,-7846,-5641,-98337,-69263,9080,14396,-10620,-40886,-5581,-5653,1096604,137666,42678,7516,17337,17043,33139,57338,1414986,-31213,40807,7719,14103,-1844,26571,11031,easy
1300727,98921,15212,37537,23969,33675,23404,24746,-1268988,-91438,-6830,-30127,273,11652,6897,-10015,1015087,13808,-6682,-10011,-6162,-2498,8964,8947,-1287034,-86388,26755,-14127,-13890,20769,5212,-16127,-1293568,-89491,-9437,-26527,-11418,-8739,-1401,-9502,-1295418,-86803,-4061,-32431,-13765,15155,-12515,-12312,difficult
1092883,280846,27229,20132,13864,34222,47738,13216,-962766,-262230,-26377,-18804,-11996,-29599,-45675,-10986,-944097,-105680,45410,39845,14034,20625,-20572,1821,-163280,14880,39471,4087,7953,41845,-16939,-2906,488213,-112965,35074,14485,28296,8993,-9629,-864,-1084388,-275346,-15376,-11765,38438,-3223,4471,12156,easy
1482450,110466,21989,19502,6530,37598,20802,15066,-1399727,-99778,-18230,-18320,-3204,-34220,-18869,-14079,-1369963,-83448,-18088,-16767,1645,-26646,-17056,-11466,-1312780,-83774,13080,32235,13334,-9909,10510,-4832,-1411435,-93894,-11908,-5941,26895,-3101,20268,4029,-1371113,-100228,-11333,-12687,-4926,-30769,-18359,-14093,difficult
363823,47162,21724,11306,6884,29120,21418,8387,78510,-24190,-20758,-778,-227,27340,-1953,2369,95609,1930,789,20867,3568,2498,4494,-3843,-353537,-39471,-14422,4811,466,-10943,-7761,3188,132237,67167,-10296,-8352,-1491,-21902,-17388,-3565,154011,29137,56737,17977,15031,18635,13150,-3238,easy
1386689,202459,62635,70056,34981,42759,25072,29600,-1343216,-188764,-56171,-66908,-32411,-40159,-23190,-28837,-733712,-174842,-44298,44361,20159,-23048,-15968,-23922,-284626,-32645,23106,-32423,80349,-10529,7121,-16607,-1135118,-183322,-57880,-55516,-28333,-33594,-12333,-26764,-1320535,-180841,-60018,-64816,-29804,-31710,-19075,-26174,difficult
331711,162466,11541,14458,9576,23392,19971,11071,-240101,-144593,-9940,-11387,-6156,-14137,-10394,-6347,-327179,-159571,-8036,-12541,-6601,-9581,-16128,-7480,-251886,-127700,-9289,-12639,-9047,-20261,-18928,-10042,-226242,-128526,-8320,-13240,-4078,-734,-17219,-6678,-94300,-84520,-6907,-9771,-3561,-7928,-11510,-7623,easy
725923,300049,42935,41255,25418,21169,36691,9499,-583525,-249967,-31386,-37938,-22276,-14484,-34043,-5785,154816,-175725,-22462,-11517,-5095,23756,-23346,11229,-260345,-281057,-38162,-11305,7382,-4333,-22444,12752,2142912,-134389,-13354,-16959,-2143,10096,-16170,1215,-591791,-244882,-36385,-38578,-19535,-8861,-31945,-6786,difficult
1438785,628503,75526,111485,53756,106623,128677,59659,-1368890,-606982,-73216,-106116,-50739,-97469,-125564,-57491,-354192,-580068,-48409,-101616,-48379,-83513,-101695,-45501,381982,-24933,8198,-44386,-25519,-58152,-81832,-21871,-1215547,-562343,-73530,-104624,-48690,-100071,-104811,-50952,-970634,-376883,-14645,-86821,12219,-65135,-82055,-17908,easy
534543,593763,18280,5922,10063,32582,10503,13405,-408805,-582985,-3665,2201,2956,-18256,-6895,-8658,1595874,-494769,21494,19165,18600,12558,34003,8553,-530199,-566827,-16405,13674,-1661,6000,16291,-4190,580198,288406,53709,19368,26257,-11493,37192,6187,623770,-587965,-11653,-184,-9180,-26114,-6043,-10681,difficult
899253,152170,22694,18707,10857,46566,23338,16938,1215212,441188,24031,12529,101436,34826,27915,40058,-881646,-145095,-20863,-12594,-3279,-35726,-20400,-7228,-882253,-127411,-14345,9392,17353,-25233,-9434,-12934,-554848,-98637,-2323,5022,-6355,-36932,-14662,-6866,-28233,-8831,5634,-9074,-1249,-37275,-9403,-5157,easy
340637,25822,6484,11723,2382,9057,5234,2643,-257036,36726,129,-7211,12623,5062,1588,2529,535541,63658,26567,311,2886,12059,2083,7391,-169174,160355,-3153,-3957,-363,4723,6053,1826,-85452,34570,-2511,-4013,766,12575,2865,4696,451617,354423,514,657,9505,102179,42020,26526,difficult
593557,74691,18203,6984,9097,19154,6863,11102,1754903,479842,21596,43863,22247,20975,27163,-2177,-562108,-51716,-10895,-2359,1538,-13145,2225,-4441,187112,53217,3240,9442,28916,8084,24530,20701,1918478,270933,-1166,54093,13613,36671,43463,18109,-533902,-33339,-13433,1976,-859,-3779,-1722,-6651,easy
208667,86727,19108,31727,14470,17034,8738,6189,-19217,-37582,-745,-29877,-7326,-11553,-5103,-4617,-187604,-68933,2030,5110,-3179,32248,1237,1765,-14147,-70997,-9191,-23780,-11138,-3450,-4444,-3412,1131973,-27178,34208,-4824,33938,10797,36810,14326,109119,-47569,-14235,-27643,-11624,-6034,-3881,-3737,difficult
887418,265295,22901,13446,11204,15595,13670,8786,-117372,-101040,33405,-7324,-3421,4459,-3375,2101,38452,-85041,-16925,45036,80026,61674,1534,28426,-679190,-255396,-7411,-5862,10874,91976,31252,22625,-409604,-252677,-14146,-8620,-3930,397,4054,-4338,11766,3141,7437,-5045,8317,26668,11753,10699,easy
365521,135971,19352,18718,21009,25806,22612,23144,-239646,-86857,-17453,-17741,-19906,-21429,-21129,-19877,-320572,-114179,-6401,-3888,16141,1150,12025,16299,-280146,-106711,-12673,-15805,-17468,-8568,-10763,-14344,-171443,5408,46862,21417,14229,19017,15791,4822,724063,-35550,-12055,-7180,-14999,1234,-10900,-14666,difficult
145682,41600,5465,3669,2470,5864,5335,2017,767619,363781,82697,46805,36044,45450,32675,19472,442939,12560,8390,8260,6180,7173,790,5552,-29492,20590,36457,33345,53355,27769,41390,23721,85848,-5171,-3871,-1849,3470,14090,4942,5884,266369,79124,20641,1682,35500,57938,20816,36291,easy
785537,152672,22624,17703,13743,31398,20591,9120,1295059,350374,269923,9103,47330,117628,9812,-2394,1506438,-116701,18450,42420,-4005,113345,30159,3011,470875,-126534,25278,14031,10329,160424,108541,5219,-271705,5852,-12173,626,27515,66995,-2698,29362,-631785,-118070,-14496,-15690,-10146,3154,-11506,-3160,difficult
918414,186382,25529,21170,9744,34331,21725,9426,-213433,-137127,-7117,-627,3035,-14171,883,1114,-858858,-179550,-23012,-20500,-7554,-30064,-18259,-8463,-885238,-168526,-13131,-19304,-3330,-22235,-12806,-3716,-802716,-120982,71,-17099,1950,-28780,-13212,5666,-476338,194914,-19082,-8809,-5221,-17637,-14671,4508,easy
852605,130557,28552,19465,21338,36976,17515,8079,-323213,-72329,-21096,-14120,-4615,-31749,-14672,-5334,-788094,-115117,-25782,-13470,-14982,-30708,-13627,-6497,-288276,-47686,25465,-4123,20806,-14614,7460,4930,-549410,-40005,2523,6561,-13244,38692,1881,5175,-745045,-112188,-26074,-17619,-18916,-34495,-15247,-7204,difficult
713162,162300,23003,11892,12398,19869,19934,9056,-600640,-98708,-16943,-8094,-6458,-2704,-8319,-4195,959512,128104,13448,2148,-5610,45514,33271,22682,-699614,-132760,-16570,4530,18460,40237,-3516,23454,1125144,124913,32539,12470,7189,57670,4455,48837,-476797,-15129,134519,26163,38774,16057,36451,12198,easy
465007,75232,8626,18616,11067,19187,8272,5482,1983364,159994,96715,14565,49825,20647,3249,5681,-175238,-44031,20402,-11654,1240,-9170,-5218,-3791,-24605,21358,28532,4273,378,-2890,-2280,-2280,675970,159101,29695,18228,9898,17437,2563,2351,-235209,-28350,3888,-8533,5537,2863,9528,-4131,difficult
523202,27345,10117,3434,8285,15489,11835,3982,234759,82870,62552,23305,21460,35994,7288,30008,149725,147812,36036,57934,44883,21781,14924,11671,132216,236517,-1682,6761,44336,36106,13358,18941,-371121,35076,42991,4043,5595,65657,49350,39934,-436464,30337,-7869,917,-4685,-7866,-5189,680,easy
752579,209530,61621,23221,19338,33646,84965,11025,1424514,521889,120012,9312,29724,37804,-48130,3234,-707395,-180341,-58783,-17217,-3154,-26375,-79965,-8329,-633636,-187520,-59307,-21804,-10397,-25421,-78356,-6646,-706481,-179295,-56819,11665,-2962,-11636,-72330,-1782,-711911,-198276,-41048,-5322,-7369,-18052,-75589,-3205,difficult
147143,43825,4639,5721,5124,13383,5997,5662,383420,32974,39703,-3940,6292,3941,15323,-1698,-139082,-35516,1733,2528,18619,14674,29054,12950,-142982,-21389,12898,3068,23117,33793,11460,13298,287279,-31492,7329,14934,9112,9726,23152,8158,-126614,-3112,2940,-555,31298,40276,14823,16430,easy
445458,231835,12401,31886,31515,41266,34332,22150,421065,-146723,-3700,-23712,-26418,-30069,-23041,-19730,-315283,-177360,13727,-21351,2661,4084,-3039,8280,-237089,-53732,-7770,-9068,-9823,6067,-4121,-15670,-407859,-186879,7511,-9436,17602,46489,-5543,-7593,-58988,-210465,-10665,-28876,-28047,-28960,-24511,-19766,difficult
202648,51542,4778,5239,3276,7462,8962,5478,-90440,2924,4106,8607,-184,4817,-1087,14990,200695,421224,25503,31704,11659,41819,20313,15851,57633,115906,4157,3373,8243,80651,29140,2859,91476,-27044,23984,1288,8522,10220,850,2199,16335,-1806,9354,3731,1574,-1610,-5775,-819,easy
1119171,78334,54217,14175,24145,31936,19641,15895,326586,-6309,-25074,-2299,9276,2077,35137,20397,-646458,16537,-2498,3288,4838,8083,8097,6180,-812388,-17283,-51683,-6883,-12524,-20751,-9871,-12343,-1058281,-68525,-48742,-7515,1707,-10182,926,6223,-1050926,-37414,-46320,-8916,-15155,-22771,-13842,-12034,difficult
482600,86012,27496,22967,20471,47060,36757,18757,-356426,-48765,-23043,-17256,-19332,-39269,-34047,-17344,215996,-29301,-10207,-17494,-2366,-18326,-32101,-7581,-206273,48739,-20090,-15431,-9232,-36419,-21738,-11636,742120,95167,72940,-16287,23694,83619,13891,2731,414922,-67340,4458,-14926,-13762,-29992,-23313,-10536,easy
253981,94201,20912,13790,4868,24127,13367,12679,-160165,21653,-17802,5853,19436,4620,6687,5213,800767,-75020,-17614,-8757,203,-5394,-1278,-6869,244203,-76684,-10235,-9014,16369,31811,32173,13392,-14286,-70559,-13457,-8090,6865,-13398,3907,2543,12645,-15383,-17674,-12121,-633,13051,-6955,-8258,difficult
828245,271765,61080,51392,18472,48505,95016,27702,1202285,181619,291183,-8308,4516,44117,-10599,-7429,-631237,-254911,-48948,-48099,-17500,-45219,-92761,-25616,-416253,-150333,-29635,-47346,-2251,-22828,-82364,-18136,-812880,-212615,-43459,-47763,-14021,-37899,-90770,-25534,680635,83560,-39097,-40224,-8812,6228,23632,11475,easy
405433,336670,81695,39700,30772,53074,38037,30567,-273029,-268141,-81181,-14911,-17761,-5060,-20778,-17874,-199219,-299690,-64882,-25244,7434,-28449,9556,-13103,-369930,-317540,-47702,-34769,-3980,-27819,-14557,-21985,-353321,-310114,-76094,-30272,-26061,-34574,-26185,-23909,-340570,-306771,-72278,-33229,-21447,-47987,-35609,-27933,difficult
811745,349066,34572,55875,28026,69664,78216,26495,1100846,53601,-1611,-6220,10176,-10246,15029,21117,-142410,110608,21352,-23755,12727,-28412,-25330,-7785,-320544,-238595,23681,-19437,-23524,-56127,-54999,-13360,1557025,947078,-5706,-27798,2694,14025,27816,50389,218331,-200218,110952,-41419,-6661,26685,-8230,-553,easy
886520,259165,34272,34910,28591,34494,17223,12329,761770,139401,-7853,11443,-4676,-18641,4108,-6290,-806973,-183358,-22491,-28390,-3784,-19464,-10954,-9792,-850462,-212351,-20184,-28972,-18046,-28082,-11791,-9759,-315547,-239448,-24015,-16339,-13862,-27105,-15035,-8753,-740426,-242846,-28960,-31774,-23187,-31125,-10631,-10039,difficult
1527178,409481,99434,65135,41336,70650,78206,38673,-666108,-145836,-39991,-54939,-13571,-60391,-60297,-27221,-1430828,-390377,-98114,-60979,-39520,-64773,-73675,-35808,-1405793,-399981,-98662,-61159,-40167,-66829,-75165,-37532,-1365002,-387789,-86757,-54107,-31648,-39894,-71128,-32210,-1167760,-294068,-59794,-35566,-15667,-39214,1401,2716,easy
373524,25430,16487,7093,15411,24810,17523,11398,-365356,8395,-12680,-1478,1027,7429,-3710,34037,-280664,18714,7718,15295,-5806,79866,3786,6022,-351371,37341,-2434,19287,34191,-651,21903,5342,-361485,-11022,2302,15364,6215,20289,8439,-3090,-107688,50074,-11392,-263,-10215,-12647,-11124,-9183,difficult
578758,213256,39361,22554,7746,24195,31755,17258,-509044,-142294,-36421,-14503,3097,-18304,-24513,-9260,474968,742263,239670,83939,63956,43430,55188,41145,814695,1995095,-1194,11334,87744,111243,14862,19480,484509,-123949,86688,-12976,6886,4356,5570,81,527110,-158734,-29135,-1765,2510,9590,2859,-5029,easy
789885,179747,20368,36723,13963,53804,17294,18161,-371626,-4499,52490,-15088,4446,-7919,30906,8142,-739916,-136598,-4302,-23543,-7288,84794,18708,1686,-199796,86092,-9359,7235,8471,72262,5901,21038,1262331,644527,17474,38231,20633,18297,8496,16203,-330972,-121093,-17262,-34948,-10929,-40259,-7030,-8281,difficult
968792,307557,103571,31128,46820,66857,28796,34462,484432,64538,-49094,-8705,-9305,-25936,2939,-20530,-714764,-280070,-97644,-24705,-41097,-57857,-10456,-22826,-588933,-252100,-67510,9971,-38291,-9897,4626,-7685,-856008,-298223,-100760,-29112,-44683,-65093,-24536,-32890,-644190,-152641,-96119,-9099,-20390,-9669,-4007,-20095,easy
634694,51242,17929,16960,8114,18399,13132,6207,-534519,-23075,-17536,-13626,3067,-13557,-9302,-2202,-210278,25040,-4426,-5233,6768,17581,14966,25558,-118303,225041,28319,-4772,18437,36058,16293,11893,221805,-33519,-4715,-12455,7754,28041,10880,19345,-488098,-27261,-16324,-13630,-1306,-3343,-7665,-3583,difficult
822624,88498,32237,15483,14672,16745,12387,7954,-737311,-26144,-18895,-6033,-4284,53129,25311,21695,-778671,-36435,-14380,-4229,601,10577,5230,10892,-168106,10266,-22389,-12111,-7564,2120,5266,1971,523005,-46221,-18751,-10903,-4669,8607,3657,29331,-792202,-76783,-27825,17215,-2979,12308,961,-166,easy
1071968,132029,66240,16966,21505,69476,31679,17166,-1024061,-125550,-62046,-9408,-10466,-31215,-17108,278,-577944,-17007,-61542,-1429,4197,10572,28384,-2261,-856935,-71513,-57417,-12249,-14762,-45002,-23513,-10651,-996923,-128206,-64400,-16278,-19442,-61819,-29994,-16369,-187285,-10217,-51543,13939,-9423,-21481,19829,13630,difficult
1223564,142650,37541,57753,21191,28643,36264,19040,-811955,-70289,-6048,-45884,-13055,-9348,-23478,-10439,-925541,-115893,-19907,-55047,-19006,-17219,-33398,-16683,-796601,-67679,-22770,-32819,-14282,-21254,-29237,-17115,-664931,-93411,-17537,-43937,-5550,-12407,-20719,-4857,-857639,150876,8752,-8004,-15393,-3437,-21770,-5760,easy
1139955,349072,38559,28156,22380,63655,23246,17000,-922845,-249724,-22202,-21758,-11777,-52276,-15395,-13880,-1023204,-284512,477,-13644,-13973,-56212,-10657,-12816,-473732,-336198,-28864,-16289,2692,-44010,-17346,-14940,-974644,-290910,-33241,-16064,-10711,-52403,-20452,-13525,424662,-269384,193565,-10176,60245,-662,-4320,-4934,difficult
211657,42317,24425,13338,17280,34456,11833,15564,1017290,734545,9569,99385,49021,25422,91104,25738,1158742,254717,-1048,-543,13016,19001,17510,27924,-133435,52318,-13297,-8523,-6541,-17554,-1505,-8653,-166789,-6784,-12254,-13004,-12223,-25583,1585,-8477,209887,237142,67191,39922,12011,30363,17816,23728,easy
494551,52764,13292,14947,27839,22306,13293,8714,115984,81219,130505,22617,13197,64412,51397,1762,183385,27031,-4189,28094,-8157,5814,2659,5306,-486966,-50537,1938,-12643,-810,6851,-3266,6164,-475207,-23439,-1822,-13012,13889,16257,15332,2985,-457981,-5320,-7527,1094,-14808,4055,6116,12308,difficult
330857,86214,28012,13755,12387,21643,15044,8345,440511,123456,236,-3585,-3041,7169,-4835,-1156,341525,73776,-1234,3611,26952,-11686,-10644,-950,302007,46038,-17596,1935,17124,-345,1321,-2747,668415,28792,7732,41173,19890,28820,32037,5355,-234218,-43284,-13113,-9949,8343,-17785,-11941,-6299,easy
35345,31922,11509,7313,27137,15540,22128,8738,155930,-1228,-6826,2798,-9602,-4588,-18125,-5985,1429667,49257,26866,5815,-11008,10462,-11481,-1626,52658,111475,-2157,7157,4411,20967,6087,-2427,130996,375,-4535,11978,2657,26845,5734,1939,192170,-11835,-5985,-4659,-23988,2451,-11261,-7321,difficult
816001,62407,38493,5599,7098,10044,12040,3899,1171675,314491,38624,49755,16154,25535,20746,6793,-451698,-52252,-21972,33372,8039,2496,-4610,21,372467,1388121,58656,113067,195088,26106,16167,5662,1478842,129767,23534,46814,14206,34040,18354,12568,-148574,404462,26573,10418,70411,63746,20494,17581,easy
603335,200453,44336,57895,25398,30010,13307,11151,265602,-114325,-5164,-9775,-2435,-13297,-7005,-7666,-478844,-165310,-21322,-42991,-18280,-24706,-9925,-7679,-8024,-163347,-34967,-43695,-20479,-22412,-10645,-9748,120669,-176257,-7189,-44633,541,-16392,-5381,-2798,315515,-166713,-18560,-46502,-13800,-17887,-6144,-8360,difficult
384822,162286,48476,14594,11557,18009,17609,6565,-224461,-135920,-2174,-9967,1556,-10163,-13045,-5187,408302,90496,-20726,33567,53197,5518,6465,14449,10898,-82871,-27899,13219,11158,-2559,-10250,-2340,2424864,104680,14216,38637,37522,29886,80372,38400,-261440,153145,32544,12856,39515,23884,131,747,easy
441715,52626,2758,15408,11509,28748,14084,8510,150623,-20110,11191,-9708,1823,12769,16488,-275,-335691,-33956,716,-8415,-7852,-4643,-2049,-2521,-438513,-40834,-1087,-9191,-354,8516,23947,12193,-297517,-14438,2526,-11166,-3309,-13954,4153,-4794,-163287,-32194,8955,-10473,-7284,-25775,-10182,-6427,difficult
563012,95094,60853,60321,32409,25583,44042,15995,-324474,373813,22255,-30328,12423,915,-4364,298,1636317,513902,32501,3040,19965,35536,7271,24284,61246,-66707,-55470,-30080,-26198,-14620,-31308,-12254,1467396,6173,-41610,-20644,25,26749,-17407,6283,154793,711437,15571,23854,60440,9514,-9776,6809,easy
745431,218561,13011,10265,11059,40502,22194,15903,-694777,-185318,-11105,-8036,-7962,-37022,-20643,-15106,-681190,-175345,-1819,-4190,-957,-27418,-9305,-9304,-737762,-215489,-4181,-4188,35557,16950,11726,799,-623562,-211114,-12380,-3226,-10373,-37804,-19977,-13656,1320890,-127062,29150,42140,15908,30588,39035,41030,difficult
859411,35782,27629,20190,24579,30645,22906,9935,111069,1530,-26466,-15305,-20694,-24481,-17238,-6883,-688990,302994,35554,17238,568,-3824,46640,15801,-575031,74870,-13787,-4128,-10631,-10093,7523,9866,1380380,120106,22191,-8485,10836,33416,6150,18555,-704607,-28303,-10281,-17979,-20193,-21860,-18983,-3778,easy
1549612,271334,35953,65972,14387,43134,17754,17977,-938566,270,-12070,-54357,10461,-21722,-6564,-3831,-1064462,-67465,130706,-17785,18580,9665,6203,39115,-411913,-98133,-19460,3089,111202,30851,48516,7773,-1297815,-200083,-27636,-40828,4879,4523,21670,-9547,-983301,-197699,3125,-42454,-7133,-32860,-12113,-11898,difficult
1468827,179626,114279,65518,41088,27399,38375,11148,-1321032,-134096,-108440,-62994,-39289,-18066,-34778,-8827,-1457814,-170940,-108635,-55561,-25902,-6665,-18816,-5016,-1404620,-146465,-97338,-56955,-18395,-8117,-33455,-6636,-963288,-138472,-103872,-51168,-17576,-6157,-17500,-328,-1445641,-147810,-107738,-54475,-33487,-200,-31208,-4671,easy
